Campaign;"Daily Budget";"Campaign Type";Networks;Languages;"DSA Website";"DSA Language";"DSA targeting source";"Targeting expansion";ID;Location;"Ad rotation";"Targeting method";"Exclusion method";"Bid Strategy Type";"Enhanced CPC";"Max CPC";"Ad Group Type";"Ad Group";"Ad type";"Description line 1";"Description line 2";"Dynamic Ad Target Condition 1";"Dynamic Ad Target Value 1";"Dynamic Ad Target Condition 2";"Dynamic Ad Target Value 2";"Dynamic Ad Target Condition 3";"Campaign Status";"Ad Group Status";Status
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Tiida (sedan) (2008-2009) _ FR1106";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Nissan Tiida (hatchback) (2011-2012) _ FR1107";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Tiida (hatchback) (2011-2012) _ FR1107";;;;"URL equals";https://autoradio-fr.com/1107-camera-de-recul-ccd-nissan-tiida-hatchback-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Tiida (hatchback) (2011-2012) _ FR1107";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Nissan Tiida (hatchback) 2005-2008 _ FR1108";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Tiida (hatchback) 2005-2008 _ FR1108";;;;"URL equals";https://autoradio-fr.com/1108-camera-de-recul-ccd-nissan-tiida-hatchback-2005-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Tiida (hatchback) 2005-2008 _ FR1108";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Nissan Versa _ FR1109";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Versa _ FR1109";;;;"URL equals";https://autoradio-fr.com/1109-camera-de-recul-ccd-nissan-versa.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan Versa _ FR1109";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Nissan X-Trail (2008-2012) _ FR1110";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan X-Trail (2008-2012) _ FR1110";;;;"URL equals";https://autoradio-fr.com/1110-camera-de-recul-ccd-nissan-x-trail-2008-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Nissan X-Trail (2008-2012) _ FR1110";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Vectra _ FR1111";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Vectra _ FR1111";;;;"URL equals";https://autoradio-fr.com/1111-camera-de-recul-ccd-opel-vectra.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Vectra _ FR1111";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Astra _ FR1112";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Astra _ FR1112";;;;"URL equals";https://autoradio-fr.com/1112-camera-de-recul-ccd-opel-astra.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Astra _ FR1112";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Zafira _ FR1113";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Zafira _ FR1113";;;;"URL equals";https://autoradio-fr.com/1113-camera-de-recul-ccd-opel-zafira.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Zafira _ FR1113";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Antara _ FR1114";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Antara _ FR1114";;;;"URL equals";https://autoradio-fr.com/1114-camera-de-recul-ccd-opel-antara.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Antara _ FR1114";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Astra J _ FR1115";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Astra J _ FR1115";;;;"URL equals";https://autoradio-fr.com/1115-camera-de-recul-ccd-opel-astra-j.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Astra J _ FR1115";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Corsa _ FR1116";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Corsa _ FR1116";;;;"URL equals";https://autoradio-fr.com/1116-camera-de-recul-ccd-opel-corsa.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Corsa _ FR1116";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Insignia _ FR1117";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Insignia _ FR1117";;;;"URL equals";https://autoradio-fr.com/1117-camera-de-recul-ccd-opel-insignia.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Insignia _ FR1117";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Meriva _ FR1118";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Meriva _ FR1118";;;;"URL equals";https://autoradio-fr.com/1118-camera-de-recul-ccd-opel-meriva.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Meriva _ FR1118";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Mokka _ FR1119";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Mokka _ FR1119";;;;"URL equals";https://autoradio-fr.com/1119-camera-de-recul-ccd-opel-mokka.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Mokka _ FR1119";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Opel Vivaro _ FR1120";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Vivaro _ FR1120";;;;"URL equals";https://autoradio-fr.com/1120-camera-de-recul-ccd-opel-vivaro.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Opel Vivaro _ FR1120";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 206 _ FR1121";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 206 _ FR1121";;;;"URL equals";https://autoradio-fr.com/1121-camera-de-recul-ccd-peugeot-206.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 206 _ FR1121";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 207 _ FR1122";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 207 _ FR1122";;;;"URL equals";https://autoradio-fr.com/1122-camera-de-recul-ccd-peugeot-207.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 207 _ FR1122";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 407 _ FR1123";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 407 _ FR1123";;;;"URL equals";https://autoradio-fr.com/1123-camera-de-recul-ccd-peugeot-407.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 407 _ FR1123";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307 _ FR1124";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 _ FR1124";;;;"URL equals";https://autoradio-fr.com/1124-camera-de-recul-ccd-peugeot-307.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 _ FR1124";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307 hatchback _ FR1125";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 hatchback _ FR1125";;;;"URL equals";https://autoradio-fr.com/1125-camera-de-recul-ccd-peugeot-307-hatchback.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 hatchback _ FR1125";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307CC _ FR1126";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307CC _ FR1126";;;;"URL equals";https://autoradio-fr.com/1126-camera-de-recul-ccd-peugeot-307cc.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307CC _ FR1126";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 408 2012 _ FR1127";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2012 _ FR1127";;;;"URL equals";https://autoradio-fr.com/1127-camera-de-recul-ccd-peugeot-408-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2012 _ FR1127";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 508 _ FR1128";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 508 _ FR1128";;;;"URL equals";https://autoradio-fr.com/1128-camera-de-recul-ccd-peugeot-508.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 508 _ FR1128";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 2008 _ FR1129";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 2008 _ FR1129";;;;"URL equals";https://autoradio-fr.com/1129-camera-de-recul-ccd-peugeot-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 2008 _ FR1129";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 206 _ FR1130";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 206 _ FR1130";;;;"URL equals";https://autoradio-fr.com/1130-camera-de-recul-ccd-peugeot-206.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 206 _ FR1130";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 207 _ FR1131";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 207 _ FR1131";;;;"URL equals";https://autoradio-fr.com/1131-camera-de-recul-ccd-peugeot-207.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 207 _ FR1131";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 3008 2012 _ FR1132";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 3008 2012 _ FR1132";;;;"URL equals";https://autoradio-fr.com/1132-camera-de-recul-ccd-peugeot-3008-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 3008 2012 _ FR1132";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 301 _ FR1133";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 301 _ FR1133";;;;"URL equals";https://autoradio-fr.com/1133-camera-de-recul-ccd-peugeot-301.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 301 _ FR1133";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307 (hatchback) _ FR1134";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 (hatchback) _ FR1134";;;;"URL equals";https://autoradio-fr.com/1134-camera-de-recul-ccd-peugeot-307-hatchback.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 (hatchback) _ FR1134";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307CC _ FR1135";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307CC _ FR1135";;;;"URL equals";https://autoradio-fr.com/1135-camera-de-recul-ccd-peugeot-307cc.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307CC _ FR1135";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307 (sedan) _ FR1136";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 (sedan) _ FR1136";;;;"URL equals";https://autoradio-fr.com/1136-camera-de-recul-ccd-peugeot-307-sedan.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 (sedan) _ FR1136";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 307 SM _ FR1137";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 SM _ FR1137";;;;"URL equals";https://autoradio-fr.com/1137-camera-de-recul-ccd-peugeot-307-sm.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 307 SM _ FR1137";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 308 SW _ FR1138";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 308 SW _ FR1138";;;;"URL equals";https://autoradio-fr.com/1138-camera-de-recul-ccd-peugeot-308-sw.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 308 SW _ FR1138";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 308 2012 _ FR1139";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 308 2012 _ FR1139";;;;"URL equals";https://autoradio-fr.com/1139-camera-de-recul-ccd-peugeot-308-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 308 2012 _ FR1139";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 4007 _ FR1140";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 4007 _ FR1140";;;;"URL equals";https://autoradio-fr.com/1140-camera-de-recul-ccd-peugeot-4007.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 4007 _ FR1140";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 4008 2012 _ FR1141";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 4008 2012 _ FR1141";;;;"URL equals";https://autoradio-fr.com/1141-camera-de-recul-ccd-peugeot-4008-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 4008 2012 _ FR1141";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 407 _ FR1142";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 407 _ FR1142";;;;"URL equals";https://autoradio-fr.com/1142-camera-de-recul-ccd-peugeot-407.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 407 _ FR1142";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 408 2010-2013 _ FR1143";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2010-2013 _ FR1143";;;;"URL equals";https://autoradio-fr.com/1143-camera-de-recul-ccd-peugeot-408-2010-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2010-2013 _ FR1143";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 408 2012 _ FR1144";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2012 _ FR1144";;;;"URL equals";https://autoradio-fr.com/1144-camera-de-recul-ccd-peugeot-408-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 408 2012 _ FR1144";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 5008 _ FR1145";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 5008 _ FR1145";;;;"URL equals";https://autoradio-fr.com/1145-camera-de-recul-ccd-peugeot-5008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 5008 _ FR1145";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Peugeot 508 2012 _ FR1146";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Peugeot 508 2012 _ FR1146";;;;"URL equals";https://autoradio-fr.com/1146-camera-de-recul-ccd-peugeot-508-2012.html;None;;None;Paused;Enabled;Enabled
